"Unicode","POINT_X","POINT_Y","EASTING","NORTHING","STATUS","D.x","L.x","V.x","BLOCK_NUM","TOTAL_C","TOTAL_P"
"1.10.36.339",-71.48846511,-16.39902061,234219.2989,8185296.136,9,10,36,339,697,0,0
"1.10.36.34",-71.49028519,-16.40420107,234031.8443,8184720.235,9,10,36,34,670,0,0
"1.10.36.340",-71.48846394,-16.39914623,234219.5951,8185282.231,0,10,36,340,697,0,0
"1.10.36.341",-71.4889513,-16.39919398,234167.5788,8185276.304,0,10,36,341,698,0,0
"1.10.36.342",-71.48901434,-16.39919285,234160.8413,8185276.347,0,10,36,342,698,0,0
"1.10.36.343",-71.4890809,-16.39918704,234153.7204,8185276.903,0,10,36,343,698,0,0
"1.10.36.344",-71.48919609,-16.39917445,234141.3943,8185278.146,0,10,36,344,698,0,0
"1.10.36.345",-71.48932081,-16.39916412,234128.0527,8185279.126,0,10,36,345,698,0,0
"1.10.36.346",-71.48930958,-16.39907251,234129.1282,8185289.283,0,10,36,346,698,0,0
"1.10.36.347",-71.48929566,-16.39898372,234130.4941,8185299.13,0,10,36,347,698,0,0
"1.10.36.348",-71.48927777,-16.39889061,234132.2801,8185309.462,0,10,36,348,698,0,0
"1.10.36.349",-71.48926315,-16.39880637,234133.7282,8185318.807,0,10,36,349,698,0,0
"1.10.36.35",-71.49033191,-16.40404763,234026.6441,8184737.161,0,10,36,35,670,0,0
"1.10.36.350",-71.48923026,-16.39871486,234137.1177,8185328.981,9,10,36,350,698,0,0
"1.10.36.351",-71.48922117,-16.39860959,234137.9466,8185340.647,9,10,36,351,698,0,0
"1.10.36.352",-71.48920832,-16.3985045,234139.1773,8185352.298,0,10,36,352,698,0,0
"1.10.36.353",-71.48923617,-16.39834783,234135.9881,8185369.606,0,10,36,353,698,0,0
"1.10.36.354",-71.48912092,-16.39834055,234148.2941,8185370.563,0,10,36,354,698,0,0
"1.10.36.355",-71.4889982,-16.39833452,234161.4,8185371.391,0,10,36,355,698,0,0
"1.10.36.356",-71.48888082,-16.39830386,234173.9013,8185374.94,9,10,36,356,698,0,0
"1.10.36.357",-71.48889637,-16.39836908,234172.329,8185367.699,0,10,36,357,698,0,0
"1.10.36.358",-71.48890356,-16.39845546,234171.6772,8185358.126,9,10,36,358,698,0,0
"1.10.36.359",-71.48888334,-16.39853951,234173.953,8185348.848,0,10,36,359,698,0,0
"1.10.36.36",-71.49022716,-16.40405441,234037.8466,8184736.547,9,10,36,36,670,0,0
"1.10.36.360",-71.48891085,-16.3986367,234171.1443,8185338.053,9,10,36,360,698,0,0
"1.10.36.361",-71.48893794,-16.39874384,234168.3959,8185326.156,0,10,36,361,698,0,0
"1.10.36.362",-71.48895132,-16.39884078,234167.0976,8185315.407,0,10,36,362,698,0,0
"1.10.36.363",-71.48895306,-16.39893103,234167.0339,8185305.413,1,10,36,363,698,1,0
"1.10.36.364",-71.48897073,-16.39901964,234165.2662,8185295.58,0,10,36,364,698,0,0
"1.10.36.365",-71.48951915,-16.39913862,234106.823,8185281.689,9,10,36,365,699,0,0
"1.10.36.366",-71.48960392,-16.39913919,234097.7643,8185281.515,0,10,36,366,699,0,0
"1.10.36.367",-71.48967193,-16.39914325,234090.5027,8185280.976,0,10,36,367,699,0,0
"1.10.36.368",-71.48977499,-16.39913303,234079.4751,8185281.972,0,10,36,368,699,0,0
"1.10.36.369",-71.48989412,-16.39912386,234066.7326,8185282.831,0,10,36,369,699,0,0
"1.10.36.37",-71.4901394,-16.40404355,234047.21,8184737.865,9,10,36,37,670,0,0
"1.10.36.370",-71.48986247,-16.39905668,234070.0235,8185290.309,0,10,36,370,699,0,0
"1.10.36.371",-71.4898745,-16.39895947,234068.606,8185301.056,0,10,36,371,699,0,0
"1.10.36.372",-71.48984846,-16.39887305,234071.2705,8185310.657,0,10,36,372,699,0,0
"1.10.36.373",-71.48983382,-16.39876985,234072.6948,8185322.101,0,10,36,373,699,0,0
"1.10.36.374",-71.48978642,-16.39865191,234077.6001,8185335.22,0,10,36,374,699,0,0
"1.10.36.375",-71.48951446,-16.39864382,234106.6511,8185336.473,0,10,36,375,699,0,0
"1.10.36.376",-71.489513,-16.39870723,234106.8935,8185329.455,0,10,36,376,699,0,0
"1.10.36.377",-71.48951647,-16.39879597,234106.6432,8185319.626,0,10,36,377,699,0,0
"1.10.36.378",-71.48951635,-16.39886883,234106.7553,8185311.56,0,10,36,378,699,0,0
"1.10.36.379",-71.48951096,-16.39892223,234107.4041,8185305.656,0,10,36,379,699,0,0
"1.10.36.38",-71.49004031,-16.40399467,234057.7318,8184743.406,0,10,36,38,670,0,0
"1.10.36.380",-71.48951414,-16.39899039,234107.1562,8185298.106,0,10,36,380,699,0,0
"1.10.36.381",-71.48944892,-16.39836627,234113.2777,8185367.286,0,10,36,381,700,0,0
"1.10.36.382",-71.48945907,-16.39846259,234112.3237,8185356.609,0,10,36,382,700,0,0
"1.10.36.383",-71.48956369,-16.39846899,234101.1534,8185355.763,9,10,36,383,700,0,0
"1.10.36.384",-71.48968369,-16.39845334,234088.3083,8185357.338,0,10,36,384,700,0,0
"1.10.36.385",-71.48978585,-16.39843905,234077.3713,8185358.787,0,10,36,385,700,0,0
"1.10.36.386",-71.49002718,-16.39849076,234051.6525,8185352.746,0,10,36,386,701,0,0
"1.10.36.387",-71.49015674,-16.39848028,234037.7938,8185353.735,0,10,36,387,701,0,0
"1.10.36.388",-71.49026828,-16.39846485,234025.8532,8185355.297,9,10,36,388,701,0,0
"1.10.36.389",-71.49037143,-16.39845233,234014.8129,8185356.548,0,10,36,389,701,0,0
"1.10.36.39",-71.48987753,-16.40394714,234075.0622,8184748.882,9,10,36,39,670,0,0
"1.10.36.390",-71.49041573,-16.39869673,234010.4113,8185329.433,9,10,36,390,702,0,0
"1.10.36.391",-71.49031236,-16.39870113,234021.4642,8185329.082,0,10,36,391,702,0,0
"1.10.36.392",-71.49012743,-16.3986823,234041.1999,8185331.409,0,10,36,392,702,0,0
"1.10.36.393",-71.49013162,-16.39880134,234040.9144,8185318.225,0,10,36,393,702,0,0
"1.10.36.394",-71.49013502,-16.39889151,234040.6737,8185308.238,0,10,36,394,702,0,0
"1.10.36.395",-71.49012559,-16.39906324,234041.9149,8185289.239,9,10,36,395,702,0,0
"1.10.36.396",-71.49023523,-16.39901265,234030.1294,8185294.695,0,10,36,396,702,0,0
"1.10.36.397",-71.49033679,-16.3990453,234019.3206,8185290.947,0,10,36,397,702,0,0
"1.10.36.398",-71.49048077,-16.3990805,234003.9833,8185286.861,0,10,36,398,702,0,0
"1.10.36.399",-71.49046524,-16.39899424,234005.525,8185296.431,0,10,36,399,702,0,0
"1.10.36.4",-71.48997853,-16.40448146,234064.9953,8184689.597,0,10,36,4,668,0,0
"1.10.36.40",-71.48990159,-16.40402726,234072.5996,8184739.981,9,10,36,40,670,0,0
"1.10.36.400",-71.49045618,-16.39890331,234006.3702,8185306.51,0,10,36,400,702,0,0
"1.10.36.401",-71.49043308,-16.39881543,234008.7187,8185316.269,0,10,36,401,702,0,0
"1.10.36.402",-71.49055181,-16.39930527,233996.6965,8185261.885,9,10,36,402,703,0,0
"1.10.36.403",-71.490411,-16.39931693,234011.7599,8185260.779,0,10,36,403,703,0,0
"1.10.36.404",-71.49030396,-16.39932503,234023.2092,8185260.023,9,10,36,404,703,0,0
"1.10.36.405",-71.49017985,-16.39932814,234036.476,8185259.841,1,10,36,405,703,2,0
"1.10.36.406",-71.4902007,-16.39940253,234034.3495,8185251.578,1,10,36,406,703,269,0
"1.10.36.407",-71.49023736,-16.39947021,234030.5242,8185244.037,0,10,36,407,703,0,0
"1.10.36.408",-71.49022584,-16.39953097,234031.8374,8185237.326,0,10,36,408,703,0,0
"1.10.36.409",-71.4902412,-16.39957662,234030.2583,8185232.252,0,10,36,409,703,0,0
"1.10.36.41",-71.48992424,-16.4041128,234070.2958,8184730.48,0,10,36,41,670,0,0
"1.10.36.410",-71.49025699,-16.3996728,234028.7012,8185221.583,0,10,36,410,703,0,0
"1.10.36.411",-71.49037144,-16.3996257,234016.4076,8185226.647,9,10,36,411,703,0,0
"1.10.36.412",-71.49049683,-16.39963519,234003.0207,8185225.432,9,10,36,412,703,0,0
"1.10.36.413",-71.49062038,-16.39961133,233989.7861,8185227.912,0,10,36,413,703,0,0
"1.10.36.414",-71.49058632,-16.39950117,233993.2752,8185240.152,0,10,36,414,703,0,0
"1.10.36.415",-71.4905518,-16.39940816,233996.8382,8185250.494,0,10,36,415,703,0,0
"1.10.36.416",-71.49080689,-16.39941259,233969.5842,8185249.668,0,10,36,416,704,0,0
"1.10.36.417",-71.49089619,-16.39940945,233960.0375,8185249.899,0,10,36,417,704,0,0
"1.10.36.418",-71.49097334,-16.39937502,233951.7459,8185253.61,0,10,36,418,704,0,0
"1.10.36.419",-71.49106336,-16.39936374,233942.1113,8185254.741,0,10,36,419,704,0,0
"1.10.36.42",-71.48993981,-16.40418342,234068.7279,8184722.643,0,10,36,42,670,0,0
"1.10.36.420",-71.49124455,-16.39934926,233922.729,8185256.105,0,10,36,420,704,0,0
"1.10.36.421",-71.4912321,-16.39923765,233923.9079,8185268.478,0,10,36,421,704,0,0
"1.10.36.422",-71.491202,-16.39916891,233927.031,8185276.128,0,10,36,422,704,0,0
"1.10.36.423",-71.49118271,-16.39908274,233928.9747,8185285.692,0,10,36,423,704,0,0
"1.10.36.424",-71.49117711,-16.39898089,233929.4347,8185296.975,9,10,36,424,704,0,0
"1.10.36.425",-71.49100496,-16.3990854,233947.9733,8185285.631,9,10,36,425,704,0,0
"1.10.36.426",-71.49090527,-16.3991213,233958.6756,8185281.788,0,10,36,426,704,0,0
"1.10.36.427",-71.49082305,-16.39914231,233967.4907,8185279.569,0,10,36,427,704,0,0
"1.10.36.428",-71.49071952,-16.3991413,233978.552,8185279.817,0,10,36,428,704,0,0
"1.10.36.429",-71.49075527,-16.3993137,233974.9661,8185260.684,0,10,36,429,704,0,0
"1.10.36.43",-71.49043382,-16.40362668,234015.1811,8184783.629,0,10,36,43,671,0,0
"1.10.36.430",-71.49068725,-16.39888939,233981.6583,8185307.748,0,10,36,430,705,0,0
"1.10.36.431",-71.49075648,-16.39887501,233974.2404,8185309.249,0,10,36,431,705,0,0
"1.10.36.432",-71.49084801,-16.39885015,233964.4259,8185311.881,0,10,36,432,705,0,0
"1.10.36.433",-71.49094431,-16.39882788,233954.1045,8185314.22,0,10,36,433,705,0,0
"1.10.36.434",-71.49112157,-16.39880718,233935.1341,8185316.279,0,10,36,434,705,0,0
"1.10.36.435",-71.49111451,-16.39872071,233935.7712,8185325.861,9,10,36,435,705,0,0
"1.10.36.436",-71.49110398,-16.39864516,233936.7935,8185334.239,0,10,36,436,705,0,0
"1.10.36.437",-71.49108707,-16.39857698,233938.5082,8185341.809,0,10,36,437,705,0,0
"1.10.36.438",-71.49106726,-16.39847188,233940.4813,8185353.471,0,10,36,438,705,0,0
"1.10.36.439",-71.49086206,-16.3985375,233962.4988,8185346.475,0,10,36,439,705,0,0
"1.10.36.44",-71.49020451,-16.40369186,234039.7739,8184776.714,9,10,36,44,672,0,0
"1.10.36.440",-71.49077269,-16.39853794,233972.0497,8185346.544,9,10,36,440,705,0,0
"1.10.36.441",-71.49069334,-16.39856069,233980.5605,8185344.129,0,10,36,441,705,0,0
"1.10.36.442",-71.49061391,-16.39861503,233989.1227,8185338.217,9,10,36,442,705,0,0
"1.10.36.443",-71.49062186,-16.39873398,233988.4351,8185325.039,9,10,36,443,705,0,0
"1.10.36.444",-71.49138481,-16.39876537,233906.9464,8185320.562,0,10,36,444,706,0,0
"1.10.36.445",-71.49155698,-16.39873036,233888.5009,8185324.211,0,10,36,445,706,0,0
"1.10.36.446",-71.49152681,-16.39862462,233891.581,8185335.958,0,10,36,446,706,0,0
"1.10.36.447",-71.49151822,-16.39851652,233892.3523,8185347.936,9,10,36,447,706,0,0
"1.10.36.448",-71.49148166,-16.39841815,233896.1247,8185358.874,0,10,36,448,706,0,0
"1.10.36.449",-71.4914057,-16.39842728,233904.2545,8185357.964,0,10,36,449,706,0,0
"1.10.36.45",-71.49019177,-16.40351805,234040.899,8184795.973,9,10,36,45,672,0,0
"1.10.36.450",-71.49131769,-16.39844303,233913.6811,8185356.336,0,10,36,450,706,0,0
"1.10.36.451",-71.49143046,-16.3989544,233902.3253,8185299.576,0,10,36,451,707,0,0
"1.10.36.452",-71.49157723,-16.39929995,233887.111,8185261.127,9,10,36,452,707,0,0
"1.10.36.453",-71.49162186,-16.3991766,233882.1746,8185274.725,9,10,36,453,707,0,0
"1.10.36.454",-71.49162762,-16.39908438,233881.4338,8185284.927,0,10,36,454,707,0,0
"1.10.36.455",-71.49162281,-16.39892705,233881.7335,8185302.35,0,10,36,455,707,0,0
"1.10.36.456",-71.49151519,-16.39891865,233893.2221,8185303.422,0,10,36,456,707,0,0
"1.10.36.457",-71.49152585,-16.39945074,233892.8074,8185244.501,9,10,36,457,708,0,0
"1.10.36.458",-71.49150456,-16.39954258,233895.2071,8185234.363,9,10,36,458,708,0,0
"1.10.36.459",-71.49144512,-16.39962673,233901.6731,8185225.124,0,10,36,459,708,0,0
"1.10.36.46",-71.49019177,-16.40343657,234040.7882,8184804.993,0,10,36,46,672,0,0
"1.10.36.460",-71.4914649,-16.39976256,233899.7441,8185210.061,9,10,36,460,708,0,0
"1.10.36.461",-71.49147235,-16.39984689,233899.0633,8185200.716,0,10,36,461,708,0,0
"1.10.36.462",-71.49149106,-16.39991983,233897.1633,8185192.616,0,10,36,462,708,0,0
"1.10.36.463",-71.49150325,-16.40001329,233895.9873,8185182.254,1,10,36,463,708,24,3
"1.10.36.464",-71.4914742,-16.40010547,233899.2169,8185172.086,1,10,36,464,708,10,1
"1.10.36.465",-71.49147804,-16.40021659,233898.9575,8185159.78,0,10,36,465,708,0,0
"1.10.36.466",-71.49148484,-16.40028893,233898.3298,8185151.762,1,10,36,466,708,2,0
"1.10.36.467",-71.49147949,-16.40039826,233899.0502,8185139.665,9,10,36,467,708,0,0
"1.10.36.468",-71.49148788,-16.40051859,233898.3165,8185126.333,1,10,36,468,708,1,0
"1.10.36.469",-71.49105997,-16.40007413,233943.4398,8185176.099,0,10,36,469,709,0,0
"1.10.36.47",-71.49019743,-16.4033714,234040.0946,8184812.201,0,10,36,47,672,0,0
"1.10.36.470",-71.49103246,-16.39998295,233946.2553,8185186.23,0,10,36,470,709,0,0
"1.10.36.471",-71.49099515,-16.39988042,233950.1026,8185197.629,9,10,36,471,709,0,0
"1.10.36.472",-71.49097127,-16.39979577,233952.5392,8185207.032,9,10,36,472,709,0,0
"1.10.36.473",-71.49081008,-16.39983292,233969.8149,8185203.131,9,10,36,473,709,0,0
"1.10.36.474",-71.49070641,-16.39985953,233980.9297,8185200.321,0,10,36,474,709,0,0
"1.10.36.475",-71.49059873,-16.39986554,233992.4453,8185199.797,0,10,36,475,709,0,0
"1.10.36.476",-71.49062809,-16.39996165,233989.4378,8185189.119,0,10,36,476,709,0,0
"1.10.36.477",-71.49066565,-16.40004182,233985.533,8185180.194,9,10,36,477,709,0,0
"1.10.36.478",-71.49069656,-16.40016271,233982.3947,8185166.77,0,10,36,478,709,0,0
"1.10.36.479",-71.49080638,-16.40014009,233970.6283,8185169.13,9,10,36,479,709,0,0
"1.10.36.48",-71.49020451,-16.40330893,234039.2534,8184819.107,0,10,36,48,672,0,0
"1.10.36.480",-71.49091958,-16.4001149,233958.4972,8185171.77,0,10,36,480,709,0,0
"1.10.36.481",-71.49086393,-16.40035219,233964.7667,8185145.574,1,10,36,481,710,88,0
"1.10.36.482",-71.49087678,-16.40047519,233963.5613,8185131.939,1,10,36,482,710,9,0
"1.10.36.483",-71.49093639,-16.40057302,233957.3241,8185121.031,1,10,36,483,710,54,0
"1.10.36.484",-71.4910117,-16.40067708,233949.4177,8185109.413,0,10,36,484,710,0,0
"1.10.36.485",-71.49105918,-16.40074127,233944.4313,8185102.243,9,10,36,485,710,0,0
"1.10.36.486",-71.49113438,-16.40080974,233936.488,8185094.565,9,10,36,486,710,0,0
"1.10.36.487",-71.49119141,-16.40087618,233930.484,8185087.135,9,10,36,487,710,0,0
"1.10.36.488",-71.49132466,-16.40079503,233916.1347,8185095.943,9,10,36,488,710,0,0
"1.10.36.489",-71.49143753,-16.40072598,233903.9795,8185103.439,9,10,36,489,710,0,0
"1.10.36.49",-71.49022999,-16.40320709,234036.3922,8184830.348,0,10,36,49,672,0,0
"1.10.36.490",-71.49139573,-16.4006484,233908.3413,8185112.083,9,10,36,490,710,0,0
"1.10.36.491",-71.4913492,-16.40058749,233913.2303,8185118.887,9,10,36,491,710,0,0
"1.10.36.492",-71.49131908,-16.40049555,233916.3236,8185129.106,0,10,36,492,710,0,0
"1.10.36.493",-71.49127886,-16.40044441,233920.552,8185134.819,0,10,36,493,710,0,0
"1.10.36.494",-71.49120899,-16.40035015,233927.8901,8185145.346,1,10,36,494,710,19,0
"1.10.36.495",-71.49114266,-16.40025912,233934.8543,8185155.512,9,10,36,495,710,0,0
"1.10.36.496",-71.49102805,-16.40029593,233947.1518,8185151.587,9,10,36,496,710,0,0
"1.10.36.497",-71.49058933,-16.40040709,233994.1852,8185139.857,0,10,36,497,711,0,0
"1.10.36.498",-71.49041224,-16.40043057,234013.1418,8185137.489,0,10,36,498,711,0,0
"1.10.36.499",-71.49041555,-16.40055216,234012.9529,8185124.025,9,10,36,499,711,0,0
"1.10.36.5",-71.48988935,-16.40449096,234074.5377,8184688.661,0,10,36,5,668,0,0
"1.10.36.50",-71.49013373,-16.40320302,234046.6724,8184830.925,0,10,36,50,672,0,0
"1.10.36.500",-71.49041416,-16.40062751,234013.2045,8185115.684,0,10,36,500,711,0,0
"1.10.36.501",-71.49043261,-16.40070319,234011.3351,8185107.281,9,10,36,501,711,0,0
"1.10.36.502",-71.49043722,-16.40079626,234010.9693,8185096.972,9,10,36,502,711,0,0
"1.10.36.503",-71.49043698,-16.40088862,234011.1203,8185086.748,0,10,36,503,711,0,0
"1.10.36.504",-71.49060194,-16.40086169,233993.4566,8185089.512,9,10,36,504,711,0,0
"1.10.36.505",-71.4907495,-16.40085019,233977.6717,8185090.592,9,10,36,505,711,0,0
"1.10.36.506",-71.49074254,-16.40076655,233978.302,8185099.86,0,10,36,506,711,0,0
"1.10.36.507",-71.49073464,-16.40069734,233979.0524,8185107.533,0,10,36,507,711,0,0
"1.10.36.508",-71.49070253,-16.40060019,233982.3515,8185118.33,1,10,36,508,711,27,0
"1.10.36.509",-71.49064804,-16.40051005,233988.0515,8185128.381,0,10,36,509,711,0,0
"1.10.36.51",-71.49005871,-16.40319487,234054.6781,8184831.926,0,10,36,51,672,0,0
"1.10.36.510",-71.49100569,-16.40099961,233950.4988,8185073.714,9,10,36,510,712,0,0
"1.10.36.511",-71.49077828,-16.40105848,233974.8801,8185067.494,9,10,36,511,713,0,0
"1.10.36.512",-71.49062725,-16.40107325,233991.0392,8185066.058,0,10,36,512,713,0,0
"1.10.36.513",-71.49047517,-16.40108646,234007.3086,8185064.795,9,10,36,513,713,0,0
"1.10.36.514",-71.4904891,-16.40125571,234006.0503,8185046.039,0,10,36,514,713,0,0
"1.10.36.515",-71.49050464,-16.40134312,234004.5087,8185036.342,0,10,36,515,713,0,0
"1.10.36.516",-71.49050389,-16.4014323,234004.7095,8185026.47,0,10,36,516,713,0,0
"1.10.36.517",-71.49049988,-16.40150852,234005.242,8185018.038,0,10,36,517,713,0,0
"1.10.36.518",-71.49052426,-16.40158997,234002.7472,8185008.989,0,10,36,518,713,0,0
"1.10.36.519",-71.49052581,-16.40168389,234002.709,8184998.588,1,10,36,519,713,23,0
"1.10.36.52",-71.48996529,-16.40319759,234064.665,8184831.748,0,10,36,52,672,0,0
"1.10.36.520",-71.49054512,-16.40187665,234000.9078,8184977.224,0,10,36,520,713,0,0
"1.10.36.521",-71.49065268,-16.40187558,233989.4125,8184977.201,1,10,36,521,713,3,0
"1.10.36.522",-71.49076188,-16.40183979,233977.6944,8184981.019,1,10,36,522,713,37,0
"1.10.36.523",-71.49086392,-16.40178706,233966.7192,8184986.723,1,10,36,523,713,11,0
"1.10.36.524",-71.49094483,-16.40174869,233958.0208,8184990.865,9,10,36,524,713,0,0
"1.10.36.525",-71.49089674,-16.40163434,233963.0044,8185003.587,1,10,36,525,713,48,0
"1.10.36.526",-71.49084449,-16.40149452,233968.3971,8185019.136,0,10,36,526,713,0,0
"1.10.36.527",-71.49082892,-16.40136947,233969.8912,8185032.999,9,10,36,527,713,0,0
"1.10.36.528",-71.49079683,-16.40125222,233973.1605,8185046.022,0,10,36,528,713,0,0
"1.10.36.529",-71.49088818,-16.40197424,233964.3809,8184965.97,9,10,36,529,714,0,0
"1.10.36.53",-71.48986762,-16.40318129,234075.0798,8184833.68,0,10,36,53,672,0,0
"1.10.36.530",-71.49076063,-16.40203082,233978.0882,8184959.873,0,10,36,530,714,0,0
"1.10.36.531",-71.4906739,-16.40207566,233987.417,8184955.023,0,10,36,531,714,0,0
"1.10.36.532",-71.49057245,-16.40212897,233998.3311,8184949.255,9,10,36,532,714,0,0
"1.10.36.533",-71.49059608,-16.40230458,233996.0445,8184929.782,0,10,36,533,714,0,0
"1.10.36.534",-71.49070476,-16.40221537,233984.3095,8184939.515,0,10,36,534,714,0,0
"1.10.36.535",-71.49083319,-16.40213954,233970.4817,8184947.742,0,10,36,535,714,0,0
"1.10.36.54",-71.48975862,-16.40316907,234086.7103,8184835.176,9,10,36,54,672,0,0
"1.10.36.55",-71.48977844,-16.40345423,234084.9803,8184803.581,0,10,36,55,672,0,0
"1.10.36.56",-71.48983223,-16.4036389,234079.4834,8184783.066,0,10,36,56,672,0,0
"1.10.36.57",-71.48996246,-16.40370001,234065.6505,8184776.13,0,10,36,57,672,0,0
"1.10.36.58",-71.49008702,-16.40370272,234052.3433,8184775.666,9,10,36,58,672,0,0
"1.10.36.59",-71.48934044,-16.40327312,234131.5382,8184824.205,0,10,36,59,673,0,0
"1.10.36.6",-71.48981433,-16.40450183,234082.5692,8184687.557,0,10,36,6,668,0,0
"1.10.36.60",-71.48928231,-16.40318941,234137.6369,8184833.549,0,10,36,60,673,0,0
"1.10.36.61",-71.48922319,-16.40310566,234143.8402,8184842.898,0,10,36,61,673,0,0
"1.10.36.62",-71.48910883,-16.40302681,234155.954,8184851.778,0,10,36,62,673,0,0
"1.10.36.63",-71.48903813,-16.40309574,234163.6022,8184844.239,9,10,36,63,673,0,0
"1.10.36.64",-71.48890366,-16.40323017,234178.1547,8184829.533,0,10,36,64,673,0,0
"1.10.36.65",-71.48893622,-16.40329983,234174.7696,8184821.778,0,10,36,65,673,0,0
"1.10.36.66",-71.48908484,-16.40335374,234158.9613,8184815.615,0,10,36,66,673,0,0
"1.10.36.67",-71.48914288,-16.40330893,234152.6987,8184820.5,9,10,36,67,673,0,0
"1.10.36.68",-71.48923913,-16.40328856,234142.3854,8184822.628,0,10,36,68,673,0,0
"1.10.36.69",-71.48874371,-16.40317857,234195.177,8184835.455,0,10,36,69,674,0,0
"1.10.36.7",-71.48973223,-16.40449775,234091.3368,8184688.116,0,10,36,7,668,0,0
"1.10.36.70",-71.48893905,-16.40292601,234173.9597,8184863.16,0,10,36,70,674,0,0
"1.10.36.71",-71.48880163,-16.40292604,234188.644,8184863.336,0,10,36,71,674,0,0
"1.10.36.72",-71.48871707,-16.4029709,234197.741,8184858.481,0,10,36,72,674,0,0
"1.10.36.73",-71.48860605,-16.40301983,234209.6707,8184853.209,0,10,36,73,674,0,0
"1.10.36.74",-71.48850547,-16.40304561,234220.4539,8184850.487,0,10,36,74,674,0,0
"1.10.36.75",-71.4886444,-16.40310801,234205.6924,8184843.398,9,10,36,75,674,0,0
"1.10.36.76",-71.48837082,-16.40292854,234234.6834,8184863.625,0,10,36,76,675,0,0
"1.10.36.77",-71.48843,-16.40289345,234228.3125,8184867.432,0,10,36,77,675,0,0
"1.10.36.78",-71.48852386,-16.4028761,234218.2583,8184869.229,0,10,36,78,675,0,0
"1.10.36.79",-71.48861084,-16.40284636,234208.9234,8184872.408,0,10,36,79,675,0,0
"1.10.36.8",-71.48990209,-16.40461996,234073.3517,8184674.363,0,10,36,8,668,0,0
"1.10.36.80",-71.48868749,-16.40282075,234200.6984,8184875.142,9,10,36,80,675,0,0
"1.10.36.81",-71.48849279,-16.40264185,234221.2608,8184895.203,0,10,36,81,675,0,0
"1.10.36.82",-71.48838694,-16.40263735,234232.5656,8184895.84,0,10,36,82,675,0,0
"1.10.36.83",-71.48830685,-16.40265304,234241.1452,8184894.208,9,10,36,83,675,0,0
"1.10.36.84",-71.48820868,-16.40268196,234251.6753,8184891.135,0,10,36,84,675,0,0
"1.10.36.85",-71.48825949,-16.40276457,234246.3581,8184881.923,0,10,36,85,675,0,0
"1.10.36.86",-71.4881769,-16.40252584,234254.8584,8184908.46,9,10,36,86,676,0,0
"1.10.36.87",-71.4884216,-16.40247601,234228.6421,8184913.656,0,10,36,87,676,0,0
"1.10.36.88",-71.48844074,-16.40237241,234226.4561,8184925.1,1,10,36,88,676,0,0
"1.10.36.89",-71.48841887,-16.4022793,234228.6668,8184935.437,1,10,36,89,676,2,0
"1.10.36.9",-71.48964588,-16.40434838,234100.3606,8184704.765,0,10,36,9,669,0,0
"1.10.36.90",-71.4883847,-16.40213504,234232.1228,8184951.452,1,10,36,90,676,975,0
"1.10.36.91",-71.4883765,-16.40201571,234232.837,8184964.674,1,10,36,91,676,108,0
"1.10.36.92",-71.48834642,-16.40192522,234235.9278,8184974.731,1,10,36,92,676,98,0
"1.10.36.93",-71.48833959,-16.40179801,234236.4853,8184988.822,0,10,36,93,676,0,0
"1.10.36.94",-71.48822886,-16.40181113,234248.3358,8184987.516,0,10,36,94,676,0,0
"1.10.36.95",-71.48812223,-16.40182293,234259.7462,8184986.349,9,10,36,95,676,0,0
"1.10.36.96",-71.48803474,-16.40183604,234269.1132,8184985.012,0,10,36,96,676,0,0
"1.10.36.97",-71.48810446,-16.40199472,234261.8787,8184967.354,0,10,36,97,676,0,0
"1.10.36.98",-71.48809899,-16.40208127,234262.5807,8184957.779,0,10,36,98,676,3,0
"1.10.36.99",-71.4881318,-16.40216258,234259.1853,8184948.735,9,10,36,99,676,0,0
